symbol,date,open,high,low,close,volume,adjusted,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
HPE,2020-08-18T00:00:00Z,9.4,9.53,9.36,9.45,6092762,9.2396239107,9.3178429491,9.1516274925,9.1907370117,6092762,0,1
HPE,2020-08-19T00:00:00Z,9.51,9.635,9.4,9.42,5024164,9.2102917713,9.420505437,9.1907370117,9.2982881895,5024164,0,1
HPE,2020-08-20T00:00:00Z,9.33,9.38,9.21,9.26,6993991,9.0538536945,9.1711822521,9.0049667955,9.1222953531,6993991,0,1
HPE,2020-08-21T00:00:00Z,9.24,9.36,9.12,9.33,8433815,9.1222953531,9.1516274925,8.9169703773,9.0342989349,8433815,0,1
HPE,2020-08-24T00:00:00Z,9.4,9.8,9.4,9.62,10576453,9.4058393673,9.5818322037,9.1907370117,9.1907370117,10576453,0,1
HPE,2020-08-25T00:00:00Z,9.63,9.75,9.305,9.33,15471074,9.1222953531,9.5329453047,9.0978519036,9.4156167471,15471074,0,1
HPE,2020-08-26T00:00:00Z,10.1,10.28,9.62,9.67,27301760,9.4547262663,10.051146434,9.4058393673,9.8751535977,27301760,0,1
HPE,2020-08-27T00:00:00Z,9.67,9.71,9.42,9.57,10944378,9.3569524683,9.4938357855,9.2102917713,9.4547262663,10944378,0,1
HPE,2020-08-28T00:00:00Z,9.59,9.85,9.5418,9.83,10165579,9.6111643431,9.6307191027,9.3293802572,9.3765072279,10165579,0,1
HPE,2020-08-31T00:00:00Z,9.83,9.9,9.6,9.67,9872996,9.4547262663,9.6796060017,9.3862846077,9.6111643431,9872996,0,1
HPE,2020-09-01T00:00:00Z,9.67,9.71,9.375,9.47,13316121,9.2591786703,9.4938357855,9.1662935622,9.4547262663,13316121,0,1
HPE,2020-09-02T00:00:00Z,9.51,9.9,9.48,9.83,12537069,9.6111643431,9.6796060017,9.2689560501,9.2982881895,12537069,0,1
HPE,2020-09-03T00:00:00Z,9.85,10.1,9.45,9.52,11362058,9.3080655693,9.8751535977,9.2396239107,9.6307191027,11362058,0,1
HPE,2020-09-04T00:00:00Z,9.6,9.77,9.42,9.59,14867835,9.3765072279,9.5525000643,9.2102917713,9.3862846077,14867835,0,1
HPE,2020-09-08T00:00:00Z,9.35,9.68,9.2803,9.43,13464320,9.3373977087,9.5849427169,9.1891677578,9.2581833061,13464320,0.12,1
HPE,2020-09-09T00:00:00Z,9.58,9.58,9.33,9.46,10452404,9.3671031097,9.4859247136,9.2383797054,9.4859247136,10452404,0,1
HPE,2020-09-10T00:00:00Z,9.48,9.55,9.18,9.22,9992992,9.1294599018,9.4562193126,9.0898527005,9.3869067103,9992992,0,1
HPE,2020-09-11T00:00:00Z,9.27,9.275,9.1,9.24,10212859,9.1492635025,9.1839198036,9.0106382979,9.1789689034,10212859,0,1
HPE,2020-09-14T00:00:00Z,9.32,9.47,9.27,9.37,10829071,9.2779869067,9.37700491,9.1789689034,9.2284779051,10829071,0,1
HPE,2020-09-15T00:00:00Z,9.31,9.44,9.265,9.28,6831325,9.1888707038,9.347299509,9.1740180033,9.2185761047,6831325,0,1
HPE,2020-09-16T00:00:00Z,9.36,9.67,9.29,9.47,12250810,9.37700491,9.5750409165,9.1987725041,9.2680851064,12250810,0,1
HPE,2020-09-17T00:00:00Z,9.32,9.64,9.29,9.63,10690467,9.5354337152,9.5453355155,9.1987725041,9.2284779051,10690467,0,1
HPE,2020-09-18T00:00:00Z,9.61,9.63,9.425,9.5,15150963,9.406710311,9.5354337152,9.3324468085,9.5156301146,15150963,0,1
HPE,2020-09-21T00:00:00Z,9.3,9.32,9.095,9.23,17300380,9.1393617021,9.2284779051,9.0056873977,9.2086743044,17300380,0,1
HPE,2020-09-22T00:00:00Z,9.28,9.36,9.17,9.31,9640475,9.2185761047,9.2680851064,9.0799509002,9.1888707038,9640475,0,1
HPE,2020-09-23T00:00:00Z,9.31,9.49,9.06,9.07,9145820,8.9809328969,9.3968085106,8.9710310966,9.2185761047,9145820,0,1
HPE,2020-09-24T00:00:00Z,9.02,9.235,8.835,9.13,11040317,9.0403436989,9.1443126023,8.7482405892,8.9314238953,11040317,0,1
HPE,2020-09-25T00:00:00Z,9.08,9.17,8.92,9.11,10650631,9.0205400982,9.0799509002,8.832405892,8.9908346972,10650631,0,1
HPE,2020-09-28T00:00:00Z,9.26,9.5,9.24,9.48,13486257,9.3869067103,9.406710311,9.1492635025,9.1690671031,13486257,0,1
HPE,2020-09-29T00:00:00Z,9.5,9.56,9.32,9.38,7850871,9.287888707,9.4661211129,9.2284779051,9.406710311,7850871,0,1
HPE,2020-09-30T00:00:00Z,9.4,9.54,9.3,9.37,8426616,9.2779869067,9.4463175123,9.2086743044,9.3076923077,8426616,0,1
HPE,2020-10-01T00:00:00Z,9.43,9.445,9.15,9.23,8777881,9.1393617021,9.3522504092,9.0601472995,9.3373977087,8777881,0,1
HPE,2020-10-02T00:00:00Z,9.05,9.455,9.05,9.42,9226979,9.3274959083,9.3621522095,8.9611292962,8.9611292962,9226979,0,1
HPE,2020-10-05T00:00:00Z,9.51,9.79,9.5,9.77,12705328,9.6740589198,9.6938625205,9.406710311,9.4166121113,12705328,0,1
HPE,2020-10-06T00:00:00Z,9.81,9.905,9.52,9.56,10267126,9.4661211129,9.8077332242,9.4265139116,9.7136661211,10267126,0,1
HPE,2020-10-07T00:00:00Z,9.66,9.79,9.655,9.77,6407549,9.6740589198,9.6938625205,9.560188216,9.5651391162,6407549,0,1
HPE,2020-10-08T00:00:00Z,9.8,10.07,9.8,9.99,14149264,9.891898527,9.9711129296,9.7037643208,9.7037643208,14149264,0,1
HPE,2020-10-09T00:00:00Z,10.05,10.08,9.74,9.81,7921147,9.7136661211,9.98101473,9.6443535188,9.951309329,7921147,0,1
HPE,2020-10-12T00:00:00Z,9.83,9.94,9.715,9.93,6836524,9.832487725,9.8423895254,9.619599018,9.7334697218,6836524,0,1
HPE,2020-10-13T00:00:00Z,9.84,9.955,9.7,9.78,7553129,9.6839607201,9.8572422259,9.6047463175,9.7433715221,7553129,0,1
HPE,2020-10-14T00:00:00Z,9.78,9.93,9.74,9.76,6670006,9.6641571195,9.832487725,9.6443535188,9.6839607201,6670006,0,1
HPE,2020-10-15T00:00:00Z,9.67,9.88,9.62,9.88,7045920,9.7829787234,9.7829787234,9.5255319149,9.5750409165,7045920,0,1
HPE,2020-10-16T00:00:00Z,9.96,10.03,9.46,9.48,15991989,9.3869067103,9.9315057283,9.3671031097,9.862193126,15991989,0,1
HPE,2020-10-19T00:00:00Z,9.53,9.585,9.34,9.35,9550333,9.2581833061,9.4908756137,9.2482815057,9.4364157119,9550333,0,1
HPE,2020-10-20T00:00:00Z,9.4,9.55,9.33,9.34,7226254,9.2482815057,9.4562193126,9.2383797054,9.3076923077,7226254,0,1
HPE,2020-10-21T00:00:00Z,9.35,9.39,9.2225,9.32,8303309,9.2284779051,9.2977905074,9.1319353519,9.2581833061,8303309,0,1
HPE,2020-10-22T00:00:00Z,9.32,9.5,9.225,9.46,8138097,9.3671031097,9.406710311,9.134410802,9.2284779051,8138097,0,1
HPE,2020-10-23T00:00:00Z,9.51,9.56,9.39,9.48,7366114,9.3869067103,9.4661211129,9.2977905074,9.4166121113,7366114,0,1
HPE,2020-10-26T00:00:00Z,9.36,9.4,8.955,9.06,13765986,8.9710310966,9.3076923077,8.8670621931,9.2680851064,13765986,0,1
HPE,2020-10-27T00:00:00Z,9,9.035,8.79,8.8,12446133,8.7135842881,8.9462765957,8.7036824877,8.9116202946,12446133,0,1
HPE,2020-10-28T00:00:00Z,8.57,8.68,8.36,8.37,13043502,8.287806874,8.5947626841,8.2779050736,8.4858428805,13043502,0,1
HPE,2020-10-29T00:00:00Z,8.36,8.6,8.285,8.53,12799141,8.4462356792,8.5155482815,8.2036415712,8.2779050736,12799141,0,1
HPE,2020-10-30T00:00:00Z,8.44,8.65,8.4,8.64,12125828,8.5551554828,8.5650572831,8.317512275,8.3571194763,12125828,0,1
HPE,2020-11-02T00:00:00Z,8.79,8.97,8.645,8.91,11066330,8.8225040917,8.8819148936,8.560106383,8.7036824877,11066330,0,1
HPE,2020-11-03T00:00:00Z,9.04,9.34,9.02,9.32,12712129,9.2284779051,9.2482815057,8.9314238953,8.9512274959,12712129,0,1
HPE,2020-11-04T00:00:00Z,9.29,9.29,8.82,8.82,21370414,8.7333878887,9.1987725041,8.7333878887,9.1987725041,21370414,0,1
HPE,2020-11-05T00:00:00Z,8.975,9.37,8.96,9.28,11201024,9.1888707038,9.2779869067,8.8720130933,8.8868657938,11201024,0,1
HPE,2020-11-06T00:00:00Z,9.25,9.345,9.09,9.19,10262421,9.0997545008,9.2532324059,9.0007364975,9.1591653028,10262421,0,1
HPE,2020-11-09T00:00:00Z,9.55,9.96,9.49,9.73,19918759,9.6344517185,9.862193126,9.3968085106,9.4562193126,19918759,0,1
HPE,2020-11-10T00:00:00Z,9.77,10,9.75,9.91,14920717,9.8126841244,9.9018003273,9.6542553191,9.6740589198,14920717,0,1
HPE,2020-11-11T00:00:00Z,9.92,9.95,9.7,9.95,10516364,9.8522913257,9.8522913257,9.6047463175,9.8225859247,10516364,0,1
HPE,2020-11-12T00:00:00Z,9.89,9.9082,9.53,9.67,14318604,9.5750409165,9.8109018003,9.4364157119,9.7928805237,14318604,0,1
HPE,2020-11-13T00:00:00Z,9.77,10.18,9.73,10.14,10677126,10.0404255319,10.0800327332,9.6344517185,9.6740589198,10677126,0,1
HPE,2020-11-16T00:00:00Z,10.48,10.72,10.33,10.63,13695648,10.525613748,10.6147299509,10.2285597381,10.377086743,13695648,0,1
HPE,2020-11-17T00:00:00Z,10.44,10.53,10.25,10.48,8296971,10.377086743,10.4265957447,10.1493453355,10.3374795417,8296971,0,1
HPE,2020-11-18T00:00:00Z,10.53,10.82,10.49,10.5,9212011,10.3968903437,10.7137479542,10.3869885434,10.4265957447,9212011,0,1
HPE,2020-11-19T00:00:00Z,10.47,10.56,10.35,10.49,9531531,10.3869885434,10.4563011457,10.2483633388,10.3671849427,9531531,0,1
HPE,2020-11-20T00:00:00Z,10.48,10.495,10.34,10.47,7702167,10.3671849427,10.3919394435,10.2384615385,10.377086743,7702167,0,1
HPE,2020-11-23T00:00:00Z,10.59,11.1,10.5,11.07,10203257,10.9612929624,10.9909983633,10.3968903437,10.4860065466,10203257,0,1
HPE,2020-11-24T00:00:00Z,11.24,11.68,11.135,11.53,12172824,11.4167757774,11.5653027823,11.0256546645,11.1296235679,12172824,0,1
HPE,2020-11-25T00:00:00Z,11.44,11.47,11.18,11.24,10258144,11.1296235679,11.3573649755,11.070212766,11.3276595745,10258144,0,1
HPE,2020-11-27T00:00:00Z,11.2,11.42,11.05,11.22,5332882,11.1098199673,11.3078559738,10.9414893617,11.0900163666,5332882,0,1
HPE,2020-11-30T00:00:00Z,11.28,11.39,10.945,11.04,18573807,10.9315875614,11.2781505728,10.8375204583,11.1692307692,18573807,0,1
HPE,2020-12-01T00:00:00Z,11.14,11.395,11.005,11.2,17030659,11.0900163666,11.283101473,10.8969312602,11.0306055646,17030659,0,1
HPE,2020-12-02T00:00:00Z,11.11,11.52,11,11.52,20679429,11.4068739771,11.4068739771,10.8919803601,11.0009001637,20679429,0,1
HPE,2020-12-03T00:00:00Z,11.52,11.84,11.37,11.61,13842070,11.49599018,11.7237315876,11.2583469722,11.4068739771,13842070,0,1
HPE,2020-12-04T00:00:00Z,11.71,12.34,11.69,12.34,12847743,12.2188216039,12.2188216039,11.5752045827,11.5950081833,12847743,0,1
HPE,2020-12-07T00:00:00Z,12.18,12.3,11.96,12.08,9026225,11.9613747954,12.1792144026,11.8425531915,12.0603927987,9026225,0,1
HPE,2020-12-08T00:00:00Z,11.9,12.15,11.79,12.1,8063433,12.1,12.15,11.79,11.9,8063433,0.12,1
HPE,2020-12-09T00:00:00Z,12.04,12.37,12.03,12.13,10536829,12.13,12.37,12.03,12.04,10536829,0,1
HPE,2020-12-10T00:00:00Z,11.97,12.25,11.92,12.12,7837160,12.12,12.25,11.92,11.97,7837160,0,1
HPE,2020-12-11T00:00:00Z,11.98,12.165,11.96,11.99,6710269,11.99,12.165,11.96,11.98,6710269,0,1
HPE,2020-12-14T00:00:00Z,11.97,12.25,11.84,11.87,9494537,11.87,12.25,11.84,11.97,9494537,0,1
HPE,2020-12-15T00:00:00Z,12,12.18,11.815,12.17,10241739,12.17,12.18,11.815,12,10241739,0,1
HPE,2020-12-16T00:00:00Z,12.2,12.27,11.99,12.16,13599832,12.16,12.27,11.99,12.2,13599832,0,1
HPE,2020-12-17T00:00:00Z,12.16,12.255,12.06,12.18,7487300,12.18,12.255,12.06,12.16,7487300,0,1
HPE,2020-12-18T00:00:00Z,12.16,12.33,12.03,12.12,24725578,12.12,12.33,12.03,12.16,24725578,0,1
HPE,2020-12-21T00:00:00Z,11.85,11.87,11.56,11.67,12089552,11.67,11.87,11.56,11.85,12089552,0,1
HPE,2020-12-22T00:00:00Z,11.75,11.794,11.58,11.61,6655727,11.61,11.794,11.58,11.75,6655727,0,1
HPE,2020-12-23T00:00:00Z,11.66,11.875,11.66,11.75,6112839,11.75,11.875,11.66,11.66,6112839,0,1
HPE,2020-12-24T00:00:00Z,11.83,11.835,11.66,11.76,2539933,11.76,11.835,11.66,11.83,2539933,0,1
HPE,2020-12-28T00:00:00Z,11.77,12.055,11.745,11.79,6270425,11.79,12.055,11.745,11.77,6270425,0,1
HPE,2020-12-29T00:00:00Z,11.84,11.85,11.57,11.67,5717132,11.67,11.85,11.57,11.84,5717132,0,1
HPE,2020-12-30T00:00:00Z,11.66,11.82,11.63,11.68,4647511,11.68,11.82,11.63,11.66,4647511,0,1
HPE,2020-12-31T00:00:00Z,11.67,11.88,11.64,11.85,5700952,11.85,11.88,11.64,11.67,5700952,0,1
HPE,2021-01-04T00:00:00Z,11.9,12,11.53,11.57,8007244,11.57,12,11.53,11.9,8007244,0,1
HPE,2021-01-05T00:00:00Z,11.57,11.87,11.57,11.78,10969207,11.78,11.87,11.57,11.57,10969207,0,1
HPE,2021-01-06T00:00:00Z,11.96,12.25,11.92,12.04,9752389,12.04,12.25,11.92,11.96,9752389,0,1
HPE,2021-01-07T00:00:00Z,12.16,12.24,11.945,11.97,10019877,11.97,12.24,11.945,12.16,10019877,0,1
HPE,2021-01-08T00:00:00Z,11.98,12.03,11.765,11.88,10151157,11.88,12.03,11.765,11.98,10151157,0,1
HPE,2021-01-11T00:00:00Z,11.7,12.08,11.67,11.97,7677936,11.97,12.08,11.67,11.7,7677936,0,1
HPE,2021-01-12T00:00:00Z,12.04,12.23,11.95,12.14,7106755,12.14,12.23,11.95,12.04,7106755,0,1
HPE,2021-01-13T00:00:00Z,12.16,12.245,12.02,12.17,9528466,12.17,12.245,12.02,12.16,9528466,0,1
HPE,2021-01-14T00:00:00Z,12.24,12.56,12.16,12.48,9784749,12.48,12.56,12.16,12.24,9784749,0,1
HPE,2021-01-15T00:00:00Z,12.65,12.88,12.36,12.54,12836944,12.54,12.88,12.36,12.65,12836944,0,1
HPE,2021-01-19T00:00:00Z,12.59,12.655,12.27,12.31,9202843,12.31,12.655,12.27,12.59,9202843,0,1
HPE,2021-01-20T00:00:00Z,12.3,12.42,12.26,12.34,4825597,12.34,12.42,12.26,12.3,4825597,0,1
HPE,2021-01-21T00:00:00Z,12.34,12.35,12.155,12.26,7016697,12.26,12.35,12.155,12.34,7016697,0,1
HPE,2021-01-22T00:00:00Z,12.09,12.16,11.8,12.14,10126768,12.14,12.16,11.8,12.09,10126768,0,1
HPE,2021-01-25T00:00:00Z,12.08,12.3,11.845,12.3,9483456,12.3,12.3,11.845,12.08,9483456,0,1
HPE,2021-01-26T00:00:00Z,12.35,12.39,12.015,12.22,5967713,12.22,12.39,12.015,12.35,5967713,0,1
HPE,2021-01-27T00:00:00Z,12.09,13.15,12.06,13.07,20717755,13.07,13.15,12.06,12.09,20717755,0,1
HPE,2021-01-28T00:00:00Z,13.1,13.11,12.56,12.56,10760857,12.56,13.11,12.56,13.1,10760857,0,1
HPE,2021-01-29T00:00:00Z,12.51,12.71,12.18,12.34,11396516,12.34,12.71,12.18,12.51,11396516,0,1
HPQ,2020-01-31T00:00:00Z,21.45,21.53,21.16,21.32,11419323,20.5639372266,20.7664900792,20.4096112437,20.6893270878,11419323,0,1
HPQ,2020-02-03T00:00:00Z,21.4,21.7,21.24,21.3,8202928,20.5446464787,20.9304614361,20.4867742351,20.6411002181,8202928,0,1
HPQ,2020-02-04T00:00:00Z,21.66,21.74,21.42,21.55,10183088,20.7857808271,20.9690429318,20.660390966,20.8918799404,10183088,0,1
HPQ,2020-02-05T00:00:00Z,21.76,21.79,21.55,21.78,8857171,21.0076244276,21.0172698015,20.7857808271,20.9883336797,8857171,0,1
HPQ,2020-02-06T00:00:00Z,21.86,21.93,21.74,21.84,5703470,21.0654966712,21.1523050366,20.9690429318,21.084787419,5703470,0,1
HPQ,2020-02-07T00:00:00Z,21.68,21.77,21.55,21.73,7343143,20.9593975579,20.9979790536,20.7857808271,20.9111706882,7343143,0,1
HPQ,2020-02-10T00:00:00Z,22.7,22.87,21.85,21.9,13105580,21.1233689148,22.0589701863,21.0751420451,21.8949988295,13105580,0,1
HPQ,2020-02-11T00:00:00Z,22.02,22.3,21.96,22.23,9180965,21.4416662546,21.5091838721,21.1812411584,21.239113402,9180965,0,1
HPQ,2020-02-12T00:00:00Z,22.3,22.53,22.3,22.48,12988449,21.6828006029,21.7310274726,21.5091838721,21.5091838721,12988449,0,1
HPQ,2020-02-13T00:00:00Z,22.35,22.39,22.14,22.22,9202703,21.4320208806,21.5959922375,21.3548578892,21.5574107418,9202703,0,1
HPQ,2020-02-14T00:00:00Z,22.25,22.41,22.24,22.37,8979250,21.5767014896,21.6152829854,21.4513116285,21.4609570024,8979250,0,1
HPQ,2020-02-18T00:00:00Z,22.07,22.29,22,22.24,8465822,21.4513116285,21.4995384982,21.2198226541,21.2873402716,8465822,0,1
HPQ,2020-02-19T00:00:00Z,22.35,22.63,22.24,22.43,13281130,21.6345737333,21.8274812119,21.4513116285,21.5574107418,13281130,0,1
HPQ,2020-02-20T00:00:00Z,22.39,22.82,22.38,22.64,20455990,21.8371265859,22.0107433167,21.5863468636,21.5959922375,20455990,0,1
HPQ,2020-02-21T00:00:00Z,22.56,22.78,22.51,22.7,16987084,21.8949988295,21.9721618209,21.7117367247,21.7599635944,16987084,0,1
HPQ,2020-02-24T00:00:00Z,22.28,22.44,21.96,22.1,21886091,21.3162763934,21.6442191072,21.1812411584,21.4898931242,21886091,0,1
HPQ,2020-02-25T00:00:00Z,22.98,23.93,22.7,23.35,44017851,22.5219481352,23.0813798233,21.8949988295,22.1650692996,44017851,0,1
HPQ,2020-02-26T00:00:00Z,23.5,23.5,22.71,22.71,16654025,21.9046442034,22.6666287442,21.9046442034,22.6666287442,16654025,0,1
HPQ,2020-02-27T00:00:00Z,22.26,22.36,21.73,21.88,23948670,21.1040781669,21.5670561157,20.9593975579,21.4706023764,23948670,0,1
HPQ,2020-02-28T00:00:00Z,20.98,21.37,20.17,20.79,26357530,20.0527324081,20.6121640963,19.4547192242,20.2359945129,26357530,0,1
HPQ,2020-03-02T00:00:00Z,20.9,21.88,20.77,21.86,15421097,21.084787419,21.1040781669,20.0334416603,20.1588315214,15421097,0,1
HPQ,2020-03-03T00:00:00Z,21.8,21.84,20.41,20.75,19956367,20.0141509124,21.0654966712,19.6862081986,21.0269151754,19956367,0,1
HPQ,2020-03-04T00:00:00Z,21.01,21.64,20.75,21.6,18364178,20.8340076968,20.8725891925,20.0141509124,20.2649306347,18364178,0,1
HPQ,2020-03-05T00:00:00Z,21.08,21.7,20.97,21.54,16562215,20.7761354532,20.9304614361,20.2263491389,20.3324482522,16562215,0,1
HPQ,2020-03-06T00:00:00Z,20.89,21.49,20.89,21.41,12858894,20.650745592,20.7279085835,20.1491861475,20.1491861475,12858894,0,1
HPQ,2020-03-09T00:00:00Z,19.96,20.29,18.92,18.96,14984952,18.2876289783,19.5704637114,18.2490474825,19.2521663716,14984952,0,1
HPQ,2020-03-10T00:00:00Z,19.5,20.33,18.81,19.79,9319490,19.2581465035,19.7836340786,18.3044838671,18.9759402131,9319490,0.1762,1
HPQ,2020-03-11T00:00:00Z,19.19,19.47,18.57,19.36,13894897,18.8397026936,18.9467464589,18.0709338337,18.67427142,13894897,0,1
HPQ,2020-03-12T00:00:00Z,17.4,18.57,16.35,17.51,12914946,17.0394211862,18.0709338337,15.9105960248,16.9323774209,12914946,0,1
HPQ,2020-03-13T00:00:00Z,18.57,18.62,16.43,17.18,16195966,16.7182898903,18.1195900907,15.988446036,18.0709338337,16195966,0,1
HPQ,2020-03-16T00:00:00Z,15.72,15.72,14.32,14.46,16100986,14.0713895119,15.2975271872,13.9351519924,15.2975271872,16100986,0,1
HPQ,2020-03-17T00:00:00Z,14.64,15.14,13.61,14.4,20723474,14.0130020035,14.7331146065,13.2442331436,14.2465520369,20723474,0,1
HPQ,2020-03-18T00:00:00Z,13.55,14,12.73,13.11,11236256,12.7576705741,13.6237519479,12.3878830212,13.1858456353,11236256,0,1
HPQ,2020-03-19T00:00:00Z,13.01,14.71,12.54,14.4,13535776,14.0130020035,14.3146707967,12.2029892447,12.6603580601,13535776,0,1
HPQ,2020-03-20T00:00:00Z,14.42,14.8,13.59,13.95,17317247,13.5750956909,14.4022520592,13.2247706408,14.0324645063,17317247,0,1
HPQ,2020-03-23T00:00:00Z,13.78,13.96,12.97,13.7,15106495,13.3318144061,13.5848269423,12.6214330546,13.4096644173,15106495,0,1
HPQ,2020-03-24T00:00:00Z,14.29,15.64,14.01,15.47,14243312,15.0542459024,15.2196771761,13.6334831993,13.9059582382,14243312,0,1
HPQ,2020-03-25T00:00:00Z,15.48,16.8,14.87,15.38,14110441,14.9666646399,16.3485023375,14.4703708189,15.0639771538,14110441,0,1
HPQ,2020-03-26T00:00:00Z,15.53,18.21,15.31,17.94,20614764,17.4578649961,17.7206087836,14.8985458801,15.112633410799999,20614764,0,1
HPQ,2020-03-27T00:00:00Z,17,17.31,16.12,16.86,11273212,16.4068898458,16.8447961584,15.6867772428,16.5431273653,11273212,0,1
HPQ,2020-03-30T00:00:00Z,16.93,18.09,16.55,17.84,11891981,17.3605524822,17.6038337669,16.1052210527,16.4750086055,11891981,0,1
HPQ,2020-03-31T00:00:00Z,17.84,17.97,16.93,17.36,16759847,16.8934524154,17.4870587502,16.4750086055,17.3605524822,16759847,0,1
HPQ,2020-04-01T00:00:00Z,16.25,16.67,14.61,14.84,18684299,14.4411770648,16.2219960694,14.2173582828,15.8132835109,18684299,0,1
HPQ,2020-04-02T00:00:00Z,14.81,15.82,14.75,15.49,15832213,15.0737084052,15.3948397011,14.3535958022,14.4119833106,15832213,0,1
HPQ,2020-04-03T00:00:00Z,15.39,15.7,14.21,14.48,12045525,14.0908520147,15.2780646844,13.8281082271,14.9763958913,12045525,0,1
HPQ,2020-04-06T00:00:00Z,15.22,15.46,14.93,15,21187536,14.596877087,15.044514651,14.5287583273,14.8109646176,21187536,0,1
HPQ,2020-04-07T00:00:00Z,15.7,16.09,15.08,15.12,23110053,14.7136521037,15.6575834887,14.6747270981,15.2780646844,23110053,0,1
HPQ,2020-04-08T00:00:00Z,15.44,16.14,15.32,15.72,21464970,15.2975271872,15.7062397456,14.9082771315,15.0250521482,21464970,0,1
HPQ,2020-04-09T00:00:00Z,16.03,16.49,15.83,15.97,14773082,15.540808472,16.0468335443,15.4045709525,15.5991959803,14773082,0,1
HPQ,2020-04-13T00:00:00Z,15.95,15.95,15.41,15.54,9792347,15.1223646621,15.5213459692,14.9958583941,15.5213459692,9792347,0,1
HPQ,2020-04-14T00:00:00Z,15.91,16.15,15.53,15.92,17585788,15.492152215,15.715970997,15.112633410799999,15.4824209636,17585788,0,1
HPQ,2020-04-15T00:00:00Z,15.5,15.55,14.93,15,9481416,14.596877087,15.1320959135,14.5287583273,15.0834396566,9481416,0,1
HPQ,2020-04-16T00:00:00Z,15.05,15.34,14.55,15.24,12110682,14.8304271204,14.9277396343,14.1589707744,14.645533344,12110682,0,1
HPQ,2020-04-17T00:00:00Z,15.45,15.73,15.36,15.52,17714015,15.1029021594,15.3072584386,14.9472021371,15.0347833996,17714015,0,1
HPQ,2020-04-20T00:00:00Z,15.22,15.49,14.9,15.36,16570701,14.9472021371,15.0737084052,14.4995645731,14.8109646176,16570701,0,1
HPQ,2020-04-21T00:00:00Z,15.06,15.21,14.4,14.42,12229577,14.0324645063,14.8012333662,14.0130020035,14.6552645954,12229577,0,1
HPQ,2020-04-22T00:00:00Z,14.8,14.9,14.51,14.79,12847067,14.3925208078,14.4995645731,14.1200457688,14.4022520592,12847067,0,1
HPQ,2020-04-23T00:00:00Z,14.89,15.1,14.59,14.62,11355636,14.2270895341,14.6941896009,14.19789578,14.4898333217,11355636,0,1
HPQ,2020-04-24T00:00:00Z,14.8,15.05,14.76,15,11254570,14.596877087,14.645533344,14.3633270536,14.4022520592,11254570,0,1
HPQ,2020-04-27T00:00:00Z,15.12,15.26,14.98,15.03,11352952,14.6260708412,14.8498896232,14.5774145842,14.7136521037,11352952,0,1
HPQ,2020-04-28T00:00:00Z,15.39,15.87,15.37,15.52,15963022,15.1029021594,15.4434959581,14.9569333885,14.9763958913,15963022,0,1
HPQ,2020-04-29T00:00:00Z,15.9,16.64,15.86,16.28,18231521,15.8424772651,16.1928023152,15.4337647067,15.4726897122,18231521,0,1
HPQ,2020-04-30T00:00:00Z,16.17,16.18,15.49,15.51,11941944,15.093170908,15.7451647512,15.0737084052,15.7354334998,11941944,0,1
HPQ,2020-05-01T00:00:00Z,15.11,15.22,14.62,14.71,9405774,14.3146707967,14.8109646176,14.2270895341,14.7039208523,9405774,0,1
HPQ,2020-05-04T00:00:00Z,14.63,14.94,14.41,14.9,9863641,14.4995645731,14.5384895787,14.0227332549,14.2368207855,9863641,0,1
HPQ,2020-05-05T00:00:00Z,15.1,15.26,14.78,14.81,10681316,14.4119833106,14.8498896232,14.3827895564,14.6941896009,10681316,0,1
HPQ,2020-05-06T00:00:00Z,14.98,15.1,14.54,14.66,8421692,14.2660145397,14.6941896009,14.149239523,14.5774145842,8421692,0,1
HPQ,2020-05-07T00:00:00Z,14.9,15.24,14.88,14.95,9652325,14.5482208301,14.8304271204,14.4801020703,14.4995645731,9652325,0,1
HPQ,2020-05-08T00:00:00Z,15.22,15.74,15.22,15.66,12000331,15.2391396788,15.31698969,14.8109646176,14.8109646176,12000331,0,1
HPQ,2020-05-11T00:00:00Z,15.42,15.59,14.89,15.42,9961093,15.0055896455,15.1710209191,14.4898333217,15.0055896455,9961093,0,1
HPQ,2020-05-12T00:00:00Z,15.5,15.59,14.86,14.87,9157001,14.4703708189,15.1710209191,14.4606395675,15.0834396566,9157001,0,1
HPQ,2020-05-13T00:00:00Z,14.82,14.88,13.9,14.06,12794486,13.6821394562,14.4801020703,13.526439434,14.421714562,12794486,0,1
HPQ,2020-05-14T00:00:00Z,13.81,14.52,13.39,14.51,14934010,14.1200457688,14.1297770202,13.030145613,13.4388581714,14934010,0,1
HPQ,2020-05-15T00:00:00Z,14.3,14.9,14.19,14.86,13180587,14.4606395675,14.4995645731,13.8086457243,13.9156894896,13180587,0,1
HPQ,2020-05-18T00:00:00Z,15.36,16.29,15.32,16.12,18013016,15.6867772428,15.8522085165,14.9082771315,14.9472021371,18013016,0,1
HPQ,2020-05-19T00:00:00Z,16.13,17.18,16.12,16.73,19514894,16.2803835777,16.7182898903,15.6867772428,15.6965084942,19514894,0,1
HPQ,2020-05-20T00:00:00Z,17.08,17.54,17.04,17.3,16549577,16.835064907,17.0686149404,16.5820523709,16.6209773764,16549577,0,1
